Row	station_id	date	t	qt	td	qtd	twet	qtwet	u	qu	tmin	qtmin	tmax	qtmax	dd	qdd	ff	qff	dd_max	qdd_max	ff_max	qff_max	dd_gust	qdd_gust	ff_gust	qff_gust	p	qp	p0	qp0	ppp	qppp	a	qa	ir	qir	rrr	qrrr	rrrt	qrrrt	rrr24	qrrr24	ix	qix	ww	qww	w1	qw1	w2	qw2	vv	qvv	sshn	qsshn	n	qn	h	qh	nh	qnh	cl	qcl	cm	qcm	ch	qch	Ns1	qNs1	C1	qC1	hs1	qhs1	Ns2	qNs2	C2	qC2	hs2	qhs2	Ns3	qNs3	C3	qC3	hs3	qhs3	Ns4	qNs4	C4	qC4	hs4	qhs4	radglo24	qradglo24	evt	qevt	tsoil	qtsoil	e	qe	esnow	qesnow	ess	qess	ss	qss	tusoil005	qtusoil005	tusoil010	qtusoil010	tusoil020	qtusoil020	tusoil030	qtusoil030	tusoil050	qtusoil050	tusoil100	qtusoil100	musoil005	qmusoil005	musoil010	qmusoil010	musoil020	qmusoil020	musoil030	qmusoil030	musoil050	qmusoil050	musoil070	qmusoil070	musoil100	qmusoil100	ew	qew	ews	qews	tmin_12h	qtmin_12h	tmax_12h	qtmax_12h	contentmessage
237-Smiley face	99369	2024-02-15 15:00:00	8.1	111115	-1.3	111115	4.0	111115	51	111515	3.2	111155	12.4	111155	230	111515	1	111115		999999		999999		999999		999999	1018.2	111115	797.7	111115	0.3	111515	3	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.7	115155	0.5	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	5.52	115555	10.79	115555	3.2	115555	12.4	115555	AAXX 15151 99369 46/// /2301 10081 21013 37977 40182 53003 333 10124 20032 70000 555 10040 29052 66666 00007 10005 2//// 3//// 5//// 9////=
238-Smiley face	99369	2024-02-15 18:00:00	5.8	111115	0.3	111115	3.4	111115	68	111515		999999		999999	120	111515	1	111115		999999		999999		999999		999999	1018.2	111115	798.8	111115	1.1	111515	0	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999	1.8	111155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	750.0	115555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	6.26	115555	9.22	115555		999999		999999	AAXX 15181 99369 16/// /1201 10058 20003 37988 40182 50011 60001 333 55018 20750 70000 555 10034 29068=
239-Smiley face	99369	2024-02-15 21:00:00	4.0	111115	1.4	111115	2.9	111115	84	111515		999999		999999	120	111515	1	111115	250.0	111555	4.0	111155	250.0	111555	10.0	111155	1018.9	111115	798.8	111115	0.0	111515	0	111515	4	111555		999999		999999	0.3	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	6.82	115555	8.13	115555		999999		999999	AAXX 15211 99369 46/// /1201 10040 20014 37988 40189 50000 333 70003 555 10029 29083 32504 42510=
240-Smiley face	99369	2024-02-16 00:00:00	4.4	111115	0.8	111115	2.8	111115	77	111515		999999		999999	0	111515	0	111115		999999		999999		999999		999999	1016.0	111115	797.4	111115	-1.4	111515	7	111515	1	111555	0.3	111155	6	115555	0.3	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	6.45	115555	8.36	115555		999999		999999	AAXX 16001 99369 16/// /0000 10044 20008 37974 40160 57014 69931 333 70003 555 10028 29077=
241-Smiley face	99369	2024-02-16 03:00:00	3.8	111115	2.4	111115	3.1	111115	90	111515	3.5	111155	9.1	111155	100	111515	1	111115		999999		999999		999999		999999	1018.5	111115	797.8	111115	0.4	111515	3	111515	4	111555		999999		999999	5.8	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.4	115155	0.3	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	7.18	115555	8.02	115555	3.5	115555	9.1	115555	AAXX 16031 99369 46/// /1001 10038 20024 37978 40185 53004 333 10091 20035 70058 555 10031 29091 66666 00004 10003 2//// 3//// 5//// 9////=
242-Smiley face	99369	2024-02-16 04:00:00	2.6	111115	1.4	111115		999999		999999		999999		999999	0	111515	0	111115		999999		999999		999999		999999	1020.0	111115	798.3	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0000 10026 20014 37983 40200 53011 333 60025 555 10021 29092
243-Smiley face	99369	2024-02-16 05:00:00	3.0	111115	1.7	111115		999999		999999		999999		999999	260	111515	2	111115		999999		999999		999999		999999	1020.4	111115	798.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2602 10030 20017 37989 40204 52018 333 60015 555 10024 29091
244-Smiley face	99369	2024-02-16 06:00:00	3.5	111115	2.2	111115	2.9	111115	91	111515		999999		999999	30	111515	2	111115		999999		999999		999999		999999	1020.1	111115	798.2	111115	0.4	111515	0	111515	1	111555	10.0	111155	6	115555	10.7	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	7.14	115555	7.85	115555		999999		999999	AAXX 16061 99369 16/// /0302 10035 20022 37982 40201 50004 60101 333 3//// 5//// 70107 555 10029 29092=
245-Smiley face	99369	2024-02-16 07:00:00	6.0	111115	3.8	111115		999999		999999		999999		999999	360	111515	1	111115		999999		999999		999999		999999	1018.2	111115	797.6	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3601 10060 20038 37976 40182 58007 333 60005 555 10050 29086
246-Smiley face	99369	2024-02-16 08:00:00	8.3	111115	3.8	111115		999999		999999		999999		999999	0	111515	0	111115		999999		999999		999999		999999	1016.8	111115	796.7	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0000 10083 20038 37967 40168 57022 333 60005 555 10061 29074
247-Smiley face	99369	2024-02-16 09:00:00	5.9	111115	3.8	111115	4.9	111115	86	111515		999999		999999	240	111515	3	111115		999999		999999		999999		999999	1017.5	111115	796.4	111115	-1.8	111515	7	111515	4	111555		999999		999999	10.9	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.6	115155	0.5	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	8.02	115555	9.28	115555		999999		999999	AAXX 16091 99369 46/// /2403 10059 20038 37964 40175 57018 333 70109 555 10049 29086 66666 00006 10005 2//// 3//// 5//// 9////=
248-Smiley face	99369	2024-02-16 10:00:00	4.7	111115	3.0	111115		999999		999999		999999		999999	260	111515	2	111115		999999		999999		999999		999999	1017.2	111115	795.8	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2602 10047 20030 37958 40172 57018 333 60025 555 10039 29089
249-Smiley face	99369	2024-02-16 11:00:00	4.7	111115	3.3	111115		999999		999999		999999		999999	130	111515	1	111115		999999		999999		999999		999999	1016.9	111115	795.6	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1301 10047 20033 37956 40169 57011 333 60015 555 10041 29091
250-Smiley face	99369	2024-02-16 12:00:00	3.7	111115	2.6	111115	3.2	111115	92	111515		999999		999999	270	111515	1	111115		999999		999999		999999		999999	1018.5	111115	796.6	111115	0.2	111515	3	111515	1	111555	6.0	313155	6	115555	16.4	313155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	7.36	115555	7.96	115555		999999		999999	AAXX 16121 99369 16/// /2701 10037 20026 37966 40185 53002 60061 333 70164 555 10032 29093=
251-Smiley face	99369	2024-02-16 13:00:00	2.7	111115	1.5	111115		999999		999999		999999		999999	310	111515	1	111115		999999		999999		999999		999999	1019.1	111115	796.6	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3101 10027 20015 37966 40191 53008 333 60045 555 10022 29092
252-Smiley face	99369	2024-02-16 14:00:00	2.7	111115	1.4	111115		999999		999999		999999		999999	350	111515	1	111115		999999		999999		999999		999999	1018.9	111115	796.4	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3501 10027 20014 37964 40189 50008 333 60035 555 10021 29091
253-Smiley face	99369	2024-02-16 15:00:00	3.2	111115	2.0	111115	2.7	111115	92	111515	2.5	111155	8.5	111155	100	111515	1	111115		999999		999999		999999		999999	1017.6	111115	795.4	111115	-1.2	111515	8	111515	4	111555		999999		999999	23.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.3	115155	0.1	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	7.1	115555	7.68	115555	2.5	115555	8.5	115555	AAXX 16151 99369 46/// /1001 10032 20020 37954 40176 58012 333 10085 20025 70235 555 10027 29092 66666 00003 10001 2//// 3//// 5//// 9////=
254-Smiley face	99369	2024-02-16 18:00:00	3.5	111115	2.1	111115	2.9	111115	91	111515		999999		999999	0	111515	0	111115		999999		999999		999999		999999	1017.6	111115	795.4	111115	0.0	111515	0	111515	1	111555	8.0	111155	6	115555	24.4	111155	6	111555		999999		999999		999999		999999	1.2	111155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	233.0	115555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	7.14	115555	7.85	115555		999999		999999	AAXX 16181 99369 16/// /0000 10035 20021 37954 40176 50000 60081 333 55012 20233 70244 555 10029 29091=
255-Smiley face	99369	2024-02-16 21:00:00	3.9	111115	2.7	111115	3.4	111115	93	111515		999999		999999	140	111515	1	111115	250.0	111555	4.0	111155	180.0	111555	6.0	111155	1015.0	111115	794.4	111115	-1.0	111515	7	111515	4	111555		999999		999999	24.4	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	7.47	115555	8.07	115555		999999		999999	AAXX 16211 99369 46/// /1401 10039 20027 37944 40150 57010 333 70244 555 10034 29092 32504 41806=
256-Smiley face	99369	2024-02-17 00:00:00	2.8	111115	1.8	111115	2.4	111115	94	111515		999999		999999	150	111515	1	111115		999999		999999		999999		999999	1016.6	111115	794.4	111115	0.0	111515	0	111515	1	111555	4.0	111155	6	115555	28.3	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	7.0	115555	7.47	115555		999999		999999	AAXX 17001 99369 16/// /1501 10028 20018 37944 40166 50000 60041 333 70283 555 10024 29093=
257-Smiley face	99369	2024-02-17 03:00:00	2.6	111115	0.3	111115	1.6	111115	84	111515	1.8	111155	4.3	111155	280	111515	3	111115		999999		999999		999999		999999	1017.1	111115	794.6	111115	0.2	111515	0	111515	4	111555		999999		999999	25.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.3	115155	0.1	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	6.22	115555	7.36	115555	1.8	115555	4.3	115555	AAXX 17031 99369 46/// /2803 10026 20003 37946 40171 50002 333 10043 20018 70250 555 10016 29085 66666 00003 10001 2//// 3//// 5//// 9////=
258-Smiley face	99369	2024-02-17 04:00:00	3.2	111115	0.8	111115		999999		999999		999999		999999	110	111515	1	111115		999999		999999		999999		999999	1016.9	111115	794.8	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1101 10032 20008 37948 40169 52006 333 60005 555 10022 29084
259-Smiley face	99369	2024-02-17 05:00:00	5.9	111115	0.3	111115		999999		999999		999999		999999	50	111515	1	111115		999999		999999		999999		999999	1016.0	111115	794.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0501 10059 20003 37949 40160 53001 333 60005 555 10034 29067
260-Smiley face	99369	2024-02-17 06:00:00	6.4	111115	-2.8	111115	2.6	111115	52	111515		999999		999999	230	111515	4	111115		999999		999999		999999		999999	1015.5	111115	794.6	111115	0.0	111515	0	111515	1	111555	2.0	111155	6	115555	20.1	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.95	115555	9.61	115555		999999		999999	AAXX 17061 99369 16/// /2304 10064 21028 37946 40155 50000 60021 333 3//// 5//// 70201 555 10026 29052=
261-Smiley face	99369	2024-02-17 07:00:00	6.6	111115	-2.9	111115		999999		999999		999999		999999	260	111515	4	111115		999999		999999		999999		999999	1015.2	111115	794.5	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2604 10066 21029 37945 40152 58003 333 60005 555 10027 29051
262-Smiley face	99369	2024-02-17 08:00:00	6.8	111115	-4.3	111115		999999		999999		999999		999999	270	111515	6	111115		999999		999999		999999		999999	1014.8	111115	794.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2706 10068 21043 37942 40148 57007 333 60005 555 10024 29045
263-Smiley face	99369	2024-02-17 09:00:00	6.6	111115	-4.6	111115	2.2	111115	45	111515		999999		999999	260	111515	5	111115		999999		999999		999999		999999	1014.4	111115	793.9	111115	-0.7	111515	8	111515	4	111555		999999		999999	19.9	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.7	115155	0.5	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.36	115555	9.74	115555		999999		999999	AAXX 17091 99369 46/// /2605 10066 21046 37939 40144 58007 333 70199 555 10022 29045 66666 00007 10005 2//// 3//// 5//// 9////=
264-Smiley face	99369	2024-02-17 10:00:00	6.0	111115	-5.8	111115		999999		999999		999999		999999	250	111515	7	111115		999999		999999		999999		999999	1014.1	111115	793.3	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2507 10060 21058 37933 40141 57012 333 60005 555 10015 29042
265-Smiley face	99369	2024-02-17 11:00:00	6.6	111115	-4.4	111115		999999		999999		999999		999999	270	111515	4	111115		999999		999999		999999		999999	1013.0	111115	792.5	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
266-Smiley face	99369	2024-02-17 12:00:00	4.7	111115	-2.1	111115	1.9	111115	61	111515		999999		999999	250	111515	6	111115		999999		999999		999999		999999	1014.3	111115	792.9	111115	-1.0	111515	5	111515	1	111555	0.0	313155	6	115555	14.4	313155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	5.23	115555	8.54	115555		999999		999999	AAXX 17121 99369 16/// /2506 10047 21021 37929 40143 55010 60001 333 70144 555 10019 29061=
267-Smiley face	99369	2024-02-17 13:00:00	4.7	111115	-3.2	111115		999999		999999		999999		999999	280	111515	5	111115		999999		999999		999999		999999	1014.4	111115	792.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2805 10047 21032 37929 40144 55004 333 60005 555 10015 29057
268-Smiley face	99369	2024-02-17 14:00:00	3.3	111115	-2.4	111115		999999		999999		999999		999999	260	111515	3	111115		999999		999999		999999		999999	1015.4	111115	793.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2603 10033 21024 37930 40154 51005 333 60005 555 10010 29066
269-Smiley face	99369	2024-02-17 15:00:00	2.8	111115	-2.9	111115	0.6	111115	67	111515	2.1	111155	7.5	111155	300	111515	1	111115		999999		999999		999999		999999	1015.5	111115	793.1	111115	0.2	111515	2	111515	4	111555		999999		999999	7.3	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.9	115155	2.2	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.99	115555	7.47	115555	2.1	115555	7.5	115555	AAXX 17151 99369 46/// /3001 10028 21029 37931 40155 52002 333 10075 20021 70073 555 10006 29066 66666 00009 10022 2//// 3//// 5//// 9////=
270-Smiley face	99369	2024-02-17 18:00:00	-0.1	111115	-3.2	111115	-1.3	111115	79	111515		999999		999999	260	111515	2	111115		999999		999999		999999		999999	1014.9	111115	792.9	111115	-0.2	111515	8	111515	1	111555	0.0	111155	6	115555	6.4	111155	6	111555		999999		999999		999999		999999	2.7	111155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1081.0	115555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.8	115555	6.06	115555		999999		999999	AAXX 17181 99369 16/// /2602 11001 21032 37929 40149 58002 60001 333 55027 21081 70064 555 11013 29080=
271-Smiley face	99369	2024-02-17 21:00:00	0.0	111115	-5.0	111115	-1.8	111115	69	111515		999999		999999	20	111515	4	111115	260.0	111555	7.0	111155	250.0	111555	12.0	111155	1013.5	111115	791.8	111115	-1.1	111515	7	111515	4	111555		999999		999999	6.1	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.24	115555	6.11	115555		999999		999999	AAXX 17211 99369 46/// /0204 10000 21050 37918 40135 57011 333 70061 555 11018 29069 32607 42512=
272-Smiley face	99369	2024-02-18 00:00:00	-0.6	111115	-5.8	111115	-2.4	111115	68	111515		999999		999999	340	111515	3	111115		999999		999999		999999		999999	1013.2	111115	790.7	111115	-1.1	111515	7	111515	1	111555	0.0	111155	6	115555	2.2	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.98	115555	5.85	115555		999999		999999	AAXX 18001 99369 16/// /3403 11006 21058 37907 40132 57011 60001 333 70022 555 11024 29068=
273-Smiley face	99369	2024-02-18 03:00:00	-0.5	111115	-7.6	111115	-2.9	111115	58	111515	-0.8	111155	3.4	111155	320	111515	4	111115		999999		999999		999999		999999	1014.4	111115	791.0	111115	0.3	111515	3	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.2	115155	0.4	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.43	115555	5.89	115555	-0.8	115555	3.4	115555	AAXX 18031 99369 46/// /3204 11005 21076 37910 40144 53003 333 10034 21008 70000 555 11029 29059 66666 00002 10004 2//// 3//// 5//// 9////=
274-Smiley face	99369	2024-02-18 04:00:00	-0.3	111115	-8.1	111115		999999		999999		999999		999999	310	111515	4	111115		999999		999999		999999		999999	1015.9	111115	791.6	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3104 11003 21081 37916 40159 53009 333 60005 555 11029 29056
275-Smiley face	99369	2024-02-18 05:00:00	-0.2	111115	-8.2	111115		999999		999999		999999		999999	320	111515	4	111115		999999		999999		999999		999999	1017.0	111115	792.3	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3204 11002 21082 37923 40170 52015 333 60005 555 11029 29055
276-Smiley face	99369	2024-02-18 06:00:00	1.0	111115	-8.0	111115	-2.1	111115	51	111515		999999		999999	320	111515	5	111115		999999		999999		999999		999999	1016.9	111115	792.4	111115	1.4	111515	1	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.36	115555	6.57	115555		999999		999999	AAXX 18061 99369 16/// /3205 10010 21080 37924 40169 51014 60001 333 3//// 5//// 70000 555 11021 29051=
277-Smiley face	99369	2024-02-18 07:00:00	2.0	111115	-7.6	111115		999999		999999		999999		999999	330	111515	4	111115		999999		999999		999999		999999	1016.9	111115	792.7	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3304 10020 21076 37927 40169 52011 333 60005 555 11015 29049
